"general_id","idprovince","province"
"548765953","ITC4C","Milano"
"595436487","ITC4C","Milano"
"509995268","ITC4C","Milano"
"614835392","ITC47","Brescia"
"590634264","ITC4C","Milano"
"606426006","ITC49","Lodi"
"580755360","ITC4C","Milano"
"503824849","ITC46","Bergamo"
"567173688","ITC48","Pavia"
"586694861","ITC47","Brescia"
"532530718","ITC4D","Monza e della Brianza"
"566762720","ITC4C","Milano"
"542327987","ITC48","Pavia"
"574806672","ITC4C","Milano"
"596136378","ITC46","Bergamo"
"572285273","ITC4C","Milano"
"590151440","ITC4C","Milano"
"533524679","ITC4C","Milano"
"542356990","ITC4C","Milano"
"488275981","ITC4C","Milano"
"578219066","ITC4C","Milano"
"566727453","ITC48","Pavia"
"582600154","ITC4C","Milano"
"597986119","ITC4C","Milano"
"558341815","ITC41","Varese"
"504308798","ITC4C","Milano"
"606532459","ITC46","Bergamo"
"614464954","ITC47","Brescia"
"612565427","ITC4C","Milano"
"547901596","ITC47","Brescia"
"605069387","ITC4C","Milano"
"580480396","ITC41","Varese"
"565898348","ITC4C","Milano"
"615471818","ITC4D","Monza e della Brianza"
"542326817","ITC46","Bergamo"
"576585177","ITC4C","Milano"
"591309601","ITC47","Brescia"
"542327533","ITC4C","Milano"
"557555885","ITC46","Bergamo"
"591311568","ITC4C","Milano"
"590151751","ITC4B","Mantova"
"573947253","ITC4C","Milano"
"561534721","ITC4C","Milano"
"606531979","ITC4C","Milano"
"547533335","ITC4C","Milano"
"600007433","ITC46","Bergamo"
"533465026","ITC47","Brescia"
"548917844","ITC42","Como"
"612565493","ITC4C","Milano"
"543468797","ITC47","Brescia"
"561536461","ITC41","Varese"
"580414553","ITC48","Pavia"
"576802256","ITC4C","Milano"
"595436470","ITC47","Brescia"
"552347723","ITC4C","Milano"
"547623501","ITC43","Lecco"
"178769347","ITC4C","Milano"
"578213676","ITC4C","Milano"
"585184485","ITC43","Lecco"
"607254523","ITC4C","Milano"
"591578760","ITC46","Bergamo"
"533589401","ITC4C","Milano"
"533821345","ITC4B","Mantova"
"586871935","ITC4C","Milano"
"536761799","ITC47","Brescia"
"609756998","ITC41","Varese"
"577824307","ITC47","Brescia"
"575780467","ITC42","Como"
"566902704","ITC4A","Cremona"
"595433370","ITC4C","Milano"
"572289205","ITC4C","Milano"
"612565374","ITC4C","Milano"
"504304871","ITC4C","Milano"
"578216411","ITC4C","Milano"
"614838562","ITC4D","Monza e della Brianza"
"595412901","ITC4C","Milano"
"599607096","ITC4C","Milano"
"566079503","ITC4C","Milano"
"568414940","ITC41","Varese"
"575628221","ITC41","Varese"
"543979992","ITC4C","Milano"
"552762774","ITC4C","Milano"
"591307351","ITC41","Varese"
"575791706","ITC4C","Milano"
"614839714","ITC46","Bergamo"
"536765435","ITC49","Lodi"
"592526409","ITC4C","Milano"
"612930110","ITC4C","Milano"
"543984565","ITC41","Varese"
"566858008","ITC46","Bergamo"
"560057093","ITC47","Brescia"
"566080446","ITC41","Varese"
"560323105","ITC4C","Milano"
"552716624","ITC48","Pavia"
"609576312","ITC4C","Milano"
"591575708","ITC42","Como"
"542354972","ITC4C","Milano"
"593192361","ITC4C","Milano"
"580756197","ITC4D","Monza e della Brianza"
"553913348","ITC49","Lodi"
"586209840","ITC42","Como"
"547533062","ITC46","Bergamo"
"509812256","ITC41","Varese"
"507656529","ITC4C","Milano"
"563452299","ITC4C","Milano"
"547902965","ITC4C","Milano"
"563511028","ITC4C","Milano"
"536832339","ITC48","Pavia"
"608775853","ITC4C","Milano"
"563452452","ITC4C","Milano"
"509985196","ITC43","Lecco"
"556076326","ITC4C","Milano"
"504335387","ITC4C","Milano"
"547533532","ITC4C","Milano"
"547529242","ITC4C","Milano"
"563452479","ITC4C","Milano"
"536771566","ITC4C","Milano"
"556079251","ITC4C","Milano"
"580085986","ITC44","Sondrio"
"609768620","ITC48","Pavia"
"547535731","ITC4C","Milano"
"595438647","ITC4C","Milano"
"607866609","ITC47","Brescia"
"576449025","ITC48","Pavia"
"473674330","ITC41","Varese"
"612566006","ITC4D","Monza e della Brianza"
"509987398","ITC41","Varese"
"552425536","ITC4C","Milano"
"530798198","ITC4A","Cremona"
"597992448","ITC4C","Milano"
"509258153","ITC4C","Milano"
"552712361","ITC4C","Milano"
"590632714","ITC4C","Milano"
"568742464","ITC47","Brescia"
"573712067","ITC43","Lecco"
"609799400","ITC47","Brescia"
"536768469","ITC4B","Mantova"
"609757888","ITC47","Brescia"
"596135668","ITC48","Pavia"
"547536524","ITC47","Brescia"
"568306022","ITC4C","Milano"
"609327257","ITC47","Brescia"
"566335286","ITC4C","Milano"
"543519979","ITC4C","Milano"
"593048504","ITC4D","Monza e della Brianza"
"503772634","ITC4C","Milano"
"578219597","ITC4C","Milano"
"551890510","ITC4C","Milano"
"615510100","ITC4A","Cremona"
"558357893","ITC4C","Milano"
"533779294","ITC4C","Milano"
"504337476","ITC48","Pavia"
"542355617","ITC4C","Milano"
"598131701","ITC48","Pavia"
"547531484","ITC4C","Milano"
"614426892","ITC41","Varese"
"550859456","ITC4C","Milano"
"567218795","ITC4C","Milano"
"547904103","ITC4D","Monza e della Brianza"
"563451828","ITC4C","Milano"
"612922882","ITC47","Brescia"
"610533591","ITC47","Brescia"
"552347231","ITC47","Brescia"
"586871471","ITC4C","Milano"
"553913387","ITC4C","Milano"
"591307228","ITC41","Varese"
"497720735","ITC4D","Monza e della Brianza"
"544541596","ITC47","Brescia"
"542351453","ITC4A","Cremona"
"561577501","ITC4C","Milano"
"540902385","ITC47","Brescia"
"533808188","ITC4C","Milano"
"509992226","ITC47","Brescia"
"576585155","ITC47","Brescia"
"611334296","ITC46","Bergamo"
"509989900","ITC4C","Milano"
"594628183","ITC42","Como"
"567410553","ITC46","Bergamo"
"588556210","ITC4C","Milano"
"605067526","ITC4C","Milano"
"509984541","ITC47","Brescia"
"504267774","ITC4C","Milano"
"561540646","ITC4D","Monza e della Brianza"
"580755110","ITC4C","Milano"
"614461573","ITC43","Lecco"
"533805083","ITC4B","Mantova"
"548836835","ITC4C","Milano"
"533788331","ITC4C","Milano"
"593192905","ITC41","Varese"
"503845159","ITC4C","Milano"
"540850742","ITC41","Varese"
"504337222","ITC4B","Mantova"
"606425390","ITC4C","Milano"
"548609927","ITC4C","Milano"
"536756831","ITC43","Lecco"
"580755361","ITC4C","Milano"
"566699093","ITC4C","Milano"
"605070176","ITC46","Bergamo"
"561540792","ITC4C","Milano"
"530894114","ITC47","Brescia"
"489980310","ITC47","Brescia"
"607863026","ITC47","Brescia"
"492869328","ITC4C","Milano"
"573947039","ITC4C","Milano"
"530835159","ITC4C","Milano"
"550868239","ITC4C","Milano"
"547531723","ITC4D","Monza e della Brianza"
"552346403","ITC4C","Milano"
"582601957","ITC49","Lodi"
"567154549","ITC47","Brescia"
"543796201","ITC4D","Monza e della Brianza"
"547530578","ITC4B","Mantova"
"578216332","ITC4C","Milano"
"566727290","ITC46","Bergamo"
"605069655","ITC4C","Milano"
"609404607","ITC48","Pavia"
"556081991","ITC4C","Milano"
"507620942","ITC42","Como"
"550858700","ITC4A","Cremona"
"543466757","ITC46","Bergamo"
"542353098","ITC4C","Milano"
"614837440","ITC4C","Milano"
"614834752","ITC4C","Milano"
"536762190","ITC47","Brescia"
"598012379","ITC41","Varese"
"556075878","ITC4C","Milano"
"605067655","ITC4C","Milano"
"548610511","ITC4C","Milano"
"533574224","ITC4C","Milano"
"592725426","ITC4C","Milano"
"566334210","ITC4C","Milano"
"609574352","ITC4C","Milano"
"611333135","ITC4D","Monza e della Brianza"
"566076874","ITC41","Varese"
"591309206","ITC46","Bergamo"
"605548934","ITC41","Varese"
"556068481","ITC4C","Milano"
"546762762","ITC4C","Milano"
"605066562","ITC4C","Milano"
"556391896","ITC4C","Milano"
"556201720","ITC46","Bergamo"
"533820999","ITC41","Varese"
"611956382","ITC4C","Milano"
"550863264","ITC4D","Monza e della Brianza"
"574954329","ITC4C","Milano"
"607866799","ITC46","Bergamo"
"543519940","ITC4C","Milano"
"565346966","ITC4C","Milano"
"580929443","ITC4C","Milano"
"579794435","ITC47","Brescia"
"547902962","ITC4C","Milano"
"546792084","ITC47","Brescia"
"594530311","ITC41","Varese"
"609573578","ITC42","Como"
"590149393","ITC4C","Milano"
"589241774","ITC42","Como"
"542350054","ITC48","Pavia"
"504340082","ITC41","Varese"
"566243368","ITC4C","Milano"
"504303822","ITC48","Pavia"
"536756415","ITC43","Lecco"
"552875859","ITC41","Varese"
"504310470","ITC4C","Milano"
"609768695","ITC4C","Milano"
"542357266","ITC48","Pavia"
"605068164","ITC4C","Milano"
"572290001","ITC4C","Milano"
"597982234","ITC4C","Milano"
"533589582","ITC4C","Milano"
"611951223","ITC42","Como"
"578216851","ITC4C","Milano"
"573413999","ITC4C","Milano"
"561911904","ITC49","Lodi"
"586210954","ITC42","Como"
"547623603","ITC42","Como"
"446788592","ITC4C","Milano"
"566074377","ITC47","Brescia"
"561537669","ITC47","Brescia"
"576587191","ITC4C","Milano"
"607229833","ITC41","Varese"
"609758672","ITC44","Sondrio"
"547536362","ITC4C","Milano"
"605302486","ITC4C","Milano"
"611336707","ITC46","Bergamo"
"550947959","ITC4C","Milano"
"590151186","ITC41","Varese"
"584218399","ITC4C","Milano"
"543528378","ITC4D","Monza e della Brianza"
"548609081","ITC4C","Milano"
"503527239","ITC4C","Milano"
"586857814","ITC46","Bergamo"
"609763127","ITC4A","Cremona"
"574951661","ITC4C","Milano"
"548610901","ITC43","Lecco"
"611334774","ITC4C","Milano"
"608534645","ITC42","Como"
"612922325","ITC4D","Monza e della Brianza"
"595866479","ITC4D","Monza e della Brianza"
"509991635","ITC4C","Milano"
"563452809","ITC4C","Milano"
"536772994","ITC4D","Monza e della Brianza"
"567106666","ITC4C","Milano"
"590149469","ITC4C","Milano"
"557577753","ITC46","Bergamo"
"578217386","ITC4C","Milano"
"606452874","ITC46","Bergamo"
"598135090","ITC4C","Milano"
"533779408","ITC4C","Milano"
"556081541","ITC4B","Mantova"
"531458939","ITC4C","Milano"
"540836885","ITC4C","Milano"
"591307869","ITC42","Como"
"605603522","ITC4C","Milano"
"566334947","ITC4C","Milano"
"552464574","ITC43","Lecco"
"488737636","ITC48","Pavia"
"577524467","ITC4C","Milano"
"533800769","ITC43","Lecco"
"597000887","ITC41","Varese"
"580755032","ITC4C","Milano"
"542347072","ITC4C","Milano"
"577992928","ITC4C","Milano"
"542327515","ITC4C","Milano"
"446828302","ITC4C","Milano"
"609573722","ITC46","Bergamo"
"563492155","ITC4C","Milano"
"557636250","ITC4B","Mantova"
"587572644","ITC4C","Milano"
"567070277","ITC46","Bergamo"
"593191232","ITC4D","Monza e della Brianza"
"609079803","ITC4B","Mantova"
"578280639","ITC47","Brescia"
"566329715","ITC49","Lodi"
"578213440","ITC4C","Milano"
"612566020","ITC4D","Monza e della Brianza"
"584799207","ITC42","Como"
"547530444","ITC4C","Milano"
"580927414","ITC4B","Mantova"
"578212631","ITC4C","Milano"
"577816449","ITC49","Lodi"
"543528572","ITC4C","Milano"
"561577743","ITC43","Lecco"
"568310589","ITC4C","Milano"
"557671608","ITC4C","Milano"
"507493735","ITC4C","Milano"
"536771694","ITC4C","Milano"
"614244939","ITC4B","Mantova"
"592548884","ITC42","Como"
"582600048","ITC4C","Milano"
"509895389","ITC4C","Milano"
"611334074","ITC42","Como"
"579456618","ITC47","Brescia"
"504335526","ITC4C","Milano"
"577871273","ITC41","Varese"
"609291116","ITC4C","Milano"
"586211357","ITC4C","Milano"
"547901666","ITC47","Brescia"
"533810056","ITC4A","Cremona"
"615472773","ITC41","Varese"
"614839771","ITC46","Bergamo"
"559434705","ITC46","Bergamo"
"611338442","ITC41","Varese"
"451481266","ITC4C","Milano"
"578213986","ITC42","Como"
"530914415","ITC48","Pavia"
"566328428","ITC48","Pavia"
"492870195","ITC4C","Milano"
"590150191","ITC4C","Milano"
"605469463","ITC4C","Milano"
"542322725","ITC48","Pavia"
"509991271","ITC4C","Milano"
"591056159","ITC41","Varese"
"556068675","ITC4C","Milano"
"530906770","ITC47","Brescia"
"575627143","ITC4C","Milano"
"548674543","ITC4B","Mantova"
"543468681","ITC4D","Monza e della Brianza"
"600006513","ITC4C","Milano"
"566938592","ITC4C","Milano"
"566081242","ITC43","Lecco"
"578280530","ITC4A","Cremona"
"561859377","ITC43","Lecco"
"609573456","ITC41","Varese"
"552710068","ITC4C","Milano"
"612664035","ITC4A","Cremona"
"547902456","ITC4A","Cremona"
"573498603","ITC4D","Monza e della Brianza"
"566705382","ITC47","Brescia"
"573493937","ITC4C","Milano"
"551898183","ITC4C","Milano"
"592104842","ITC4C","Milano"
"615472031","ITC47","Brescia"
"542329122","ITC4D","Monza e della Brianza"
"573975663","ITC48","Pavia"
"566115670","ITC47","Brescia"
"552768759","ITC4C","Milano"
"543498923","ITC4C","Milano"
"587530779","ITC47","Brescia"
"548800023","ITC4C","Milano"
"547535906","ITC47","Brescia"
"540900661","ITC4C","Milano"
"585961720","ITC46","Bergamo"
"501856112","ITC41","Varese"
"548435429","ITC4D","Monza e della Brianza"
"561766123","ITC4C","Milano"
"576585711","ITC46","Bergamo"
"580755363","ITC4C","Milano"
"584789726","ITC4C","Milano"
"566076764","ITC41","Varese"
"547534480","ITC4C","Milano"
"533582795","ITC4C","Milano"
"597956370","ITC41","Varese"
"536762103","ITC47","Brescia"
"585606424","ITC4B","Mantova"
"567181804","ITC4C","Milano"
"611332939","ITC4C","Milano"
"547534169","ITC4D","Monza e della Brianza"
"591576434","ITC46","Bergamo"
"536763944","ITC48","Pavia"
"589074536","ITC47","Brescia"
"556068748","ITC43","Lecco"
"547901338","ITC46","Bergamo"
"585183507","ITC4C","Milano"
"576585277","ITC4C","Milano"
"504309563","ITC47","Brescia"
"505278291","ITC47","Brescia"
"565342255","ITC4C","Milano"
"589926652","ITC4C","Milano"
"566340544","ITC4D","Monza e della Brianza"
"612562847","ITC43","Lecco"
"552743685","ITC4B","Mantova"
"561542528","ITC46","Bergamo"
"547539330","ITC4C","Milano"
"547902506","ITC4A","Cremona"
"566243379","ITC44","Sondrio"
"542328898","ITC4A","Cremona"
"586859541","ITC4C","Milano"
"589100220","ITC46","Bergamo"
"586409120","ITC4C","Milano"
"607242530","ITC47","Brescia"
"551047585","ITC4C","Milano"
"543465335","ITC41","Varese"
"543060407","ITC41","Varese"
"552677822","ITC4C","Milano"
"566305478","ITC47","Brescia"
"597951481","ITC4C","Milano"
"561534661","ITC47","Brescia"
"591576661","ITC46","Bergamo"
"597934317","ITC41","Varese"
"582738900","ITC46","Bergamo"
"586871427","ITC4B","Mantova"
"509984584","ITC4C","Milano"
"580412221","ITC47","Brescia"
"543528136","ITC4C","Milano"
"597390206","ITC4A","Cremona"
"594945622","ITC41","Varese"
"566705829","ITC46","Bergamo"
"607905186","ITC4A","Cremona"
"566340217","ITC4D","Monza e della Brianza"
"557671431","ITC4C","Milano"
"541794273","ITC4D","Monza e della Brianza"
"588082189","ITC47","Brescia"
"575779846","ITC49","Lodi"
"552691237","ITC4C","Milano"
"561543184","ITC4C","Milano"
"557577428","ITC46","Bergamo"
"587388309","ITC4C","Milano"
"561059623","ITC4C","Milano"
"588292993","ITC47","Brescia"
"543461879","ITC4C","Milano"
"612871611","ITC4C","Milano"
"552688109","ITC4C","Milano"
"550866812","ITC4C","Milano"
"547903291","ITC4C","Milano"
"421896418","ITC43","Lecco"
"611336766","ITC4D","Monza e della Brianza"
"595434770","ITC4C","Milano"
"566080328","ITC47","Brescia"
"543450890","ITC47","Brescia"
"574518637","ITC4C","Milano"
"543452568","ITC4C","Milano"
"599711185","ITC4C","Milano"
"583899572","ITC4D","Monza e della Brianza"
"575783276","ITC4C","Milano"
"611351353","ITC47","Brescia"
"505278871","ITC4C","Milano"
"533586902","ITC4D","Monza e della Brianza"
"577871283","ITC48","Pavia"
"583549822","ITC41","Varese"
"547222712","ITC48","Pavia"
"563635480","ITC47","Brescia"
"547903800","ITC4D","Monza e della Brianza"
"566079426","ITC46","Bergamo"
"509994817","ITC4C","Milano"
"597997784","ITC4C","Milano"
"573974967","ITC4D","Monza e della Brianza"
"543462905","ITC46","Bergamo"
"533818114","ITC49","Lodi"
"550869291","ITC4C","Milano"
"576587090","ITC47","Brescia"
"612565481","ITC4C","Milano"
"599598934","ITC4A","Cremona"
"550867460","ITC4C","Milano"
"557602814","ITC47","Brescia"
"566074808","ITC4C","Milano"
"543453227","ITC4A","Cremona"
"611337191","ITC46","Bergamo"
"612914915","ITC47","Brescia"
"575839719","ITC47","Brescia"
"606423670","ITC47","Brescia"
"552765627","ITC4C","Milano"
"591310200","ITC48","Pavia"
"607861146","ITC4C","Milano"
"536762179","ITC47","Brescia"
"561064023","ITC46","Bergamo"
"591579799","ITC4C","Milano"
"530797191","ITC47","Brescia"
"550786291","ITC4C","Milano"
"590151183","ITC47","Brescia"
"561538469","ITC46","Bergamo"
"607905122","ITC42","Como"
"561533859","ITC4C","Milano"
"578546898","ITC4C","Milano"
"547900816","ITC43","Lecco"
"558472018","ITC4C","Milano"
"574683722","ITC46","Bergamo"
"547903389","ITC4C","Milano"
"550859144","ITC44","Sondrio"
"612565309","ITC4C","Milano"
"536774018","ITC4D","Monza e della Brianza"
"533463382","ITC4C","Milano"
"590151990","ITC4C","Milano"
"575127143","ITC4C","Milano"
"613584216","ITC4C","Milano"
"566114558","ITC46","Bergamo"
"573711656","ITC41","Varese"
"551892762","ITC4C","Milano"
"566858571","ITC47","Brescia"
"508626866","ITC46","Bergamo"
"510038741","ITC47","Brescia"
"550863412","ITC47","Brescia"
"614276868","ITC4D","Monza e della Brianza"
"578217569","ITC4C","Milano"
"586259911","ITC48","Pavia"
"566379038","ITC4C","Milano"
"545083752","ITC43","Lecco"
"566328406","ITC48","Pavia"
"536769763","ITC4C","Milano"
"612942344","ITC47","Brescia"
"533819770","ITC4C","Milano"
"547901883","ITC48","Pavia"
"578211583","ITC4C","Milano"
"552723664","ITC4B","Mantova"
"586211044","ITC4C","Milano"
"575827107","ITC46","Bergamo"
"589949508","ITC46","Bergamo"
"543506083","ITC4C","Milano"
"591310249","ITC48","Pavia"
"609411846","ITC4C","Milano"
"566074496","ITC46","Bergamo"
"542355854","ITC4A","Cremona"
"542126237","ITC4C","Milano"
"556083633","ITC4D","Monza e della Brianza"
"568760203","ITC4C","Milano"
"566334402","ITC4C","Milano"
"561577767","ITC4C","Milano"
"591312117","ITC4C","Milano"
"580756140","ITC4D","Monza e della Brianza"
"509994498","ITC46","Bergamo"
"542243141","ITC4C","Milano"
"599578836","ITC41","Varese"
"505358383","ITC4C","Milano"
"614835722","ITC4D","Monza e della Brianza"
"607862776","ITC4C","Milano"
"567029304","ITC4C","Milano"
"598024058","ITC4A","Cremona"
"548608806","ITC42","Como"
"547900870","ITC43","Lecco"
"547992723","ITC41","Varese"
"606533749","ITC4C","Milano"
"612566043","ITC4D","Monza e della Brianza"
"548609323","ITC4D","Monza e della Brianza"
"566337253","ITC4C","Milano"
"547911721","ITC49","Lodi"
"532444216","ITC41","Varese"
"550867315","ITC46","Bergamo"
"586851281","ITC47","Brescia"
"596138888","ITC4C","Milano"
"509990087","ITC46","Bergamo"
"573531452","ITC4C","Milano"
"547532642","ITC4D","Monza e della Brianza"
"580755325","ITC4C","Milano"
"607236186","ITC46","Bergamo"
"582603735","ITC44","Sondrio"
"612948017","ITC49","Lodi"
"574876906","ITC43","Lecco"
"572273037","ITC41","Varese"
"556083688","ITC47","Brescia"
"611338257","ITC47","Brescia"
"605068113","ITC46","Bergamo"
"566079456","ITC46","Bergamo"
"556076772","ITC4D","Monza e della Brianza"
"573425355","ITC47","Brescia"
"605070206","ITC42","Como"
"509994574","ITC41","Varese"
"593190229","ITC46","Bergamo"
"566838871","ITC43","Lecco"
"542322687","ITC47","Brescia"
"572289881","ITC47","Brescia"
"561534414","ITC4D","Monza e della Brianza"
"548799579","ITC4C","Milano"
"509994164","ITC46","Bergamo"
"578215732","ITC4C","Milano"
"576125505","ITC4C","Milano"
"592815528","ITC4B","Mantova"
"586652802","ITC46","Bergamo"
"566114881","ITC4C","Milano"
"556081892","ITC4C","Milano"
"530011466","ITC41","Varese"
"580755484","ITC4C","Milano"
"544340259","ITC47","Brescia"
"592228629","ITC4C","Milano"
"542221885","ITC43","Lecco"
"550864269","ITC4C","Milano"
"588295564","ITC4D","Monza e della Brianza"
"552704936","ITC4D","Monza e della Brianza"
"614447600","ITC43","Lecco"
"567116300","ITC4C","Milano"
"574681889","ITC4D","Monza e della Brianza"
"544542493","ITC46","Bergamo"
"547532628","ITC46","Bergamo"
"605549114","ITC44","Sondrio"
"598173421","ITC49","Lodi"
"539470967","ITC4C","Milano"
"576584433","ITC4C","Milano"
"580755162","ITC4C","Milano"
"580755311","ITC4C","Milano"
"504308780","ITC4C","Milano"
"566948065","ITC48","Pavia"
"533808907","ITC4C","Milano"
"556080782","ITC46","Bergamo"
"561064088","ITC4C","Milano"
"597002722","ITC4C","Milano"
"573562275","ITC46","Bergamo"
"589042694","ITC47","Brescia"
"547539735","ITC4A","Cremona"
"585239174","ITC43","Lecco"
"558249213","ITC4C","Milano"
"578211926","ITC4C","Milano"
"578562472","ITC47","Brescia"
"605067692","ITC4C","Milano"
"548821201","ITC4C","Milano"
"475144282","ITC47","Brescia"
"533645555","ITC41","Varese"
"592859149","ITC4C","Milano"
"591310557","ITC48","Pavia"
"556079449","ITC47","Brescia"
"580752296","ITC42","Como"
"492869415","ITC41","Varese"
"572284018","ITC4C","Milano"
"556084165","ITC46","Bergamo"
"568319810","ITC42","Como"
"588291712","ITC4C","Milano"
"612948590","ITC4C","Milano"
"563517774","ITC4C","Milano"
"533453889","ITC4B","Mantova"
"587501356","ITC41","Varese"
"567002289","ITC43","Lecco"
"566331498","ITC4A","Cremona"
"533799550","ITC4C","Milano"
"556405704","ITC43","Lecco"
"566340148","ITC4D","Monza e della Brianza"
"530795194","ITC49","Lodi"
"607866235","ITC46","Bergamo"
"592501764","ITC4C","Milano"
"556079639","ITC4C","Milano"
"585182653","ITC43","Lecco"
"491627153","ITC48","Pavia"
"567002294","ITC4B","Mantova"
"566328166","ITC48","Pavia"
"611182391","ITC4C","Milano"
"593737307","ITC49","Lodi"
"542125495","ITC4D","Monza e della Brianza"
"566335502","ITC4C","Milano"
"457844772","ITC4C","Milano"
"556082911","ITC47","Brescia"
"613121143","ITC49","Lodi"
"582603883","ITC4C","Milano"
"597617249","ITC48","Pavia"
"578217154","ITC47","Brescia"
"553896168","ITC4D","Monza e della Brianza"
"614835707","ITC4D","Monza e della Brianza"
"427007446","ITC4A","Cremona"
"548141414","ITC4C","Milano"
"570922169","ITC4D","Monza e della Brianza"
"544541602","ITC47","Brescia"
"596398449","ITC47","Brescia"
"586210662","ITC44","Sondrio"
"550863257","ITC47","Brescia"
"580755759","ITC4C","Milano"
"612781451","ITC47","Brescia"
"586849329","ITC4C","Milano"
"569826303","ITC46","Bergamo"
"612967543","ITC41","Varese"
"561540083","ITC4C","Milano"
"561534489","ITC4A","Cremona"
"488639547","ITC41","Varese"
"573422348","ITC4A","Cremona"
"576589259","ITC4C","Milano"
"592855685","ITC4C","Milano"
"547903583","ITC4C","Milano"
"595405545","ITC47","Brescia"
"596139517","ITC4C","Milano"
"591577578","ITC46","Bergamo"
"611342691","ITC41","Varese"
"550863465","ITC42","Como"
"557567935","ITC46","Bergamo"
"580921314","ITC48","Pavia"
"542397266","ITC41","Varese"
"567998659","ITC41","Varese"
"550864495","ITC42","Como"
"550786026","ITC4C","Milano"
"568291455","ITC4C","Milano"
"543498333","ITC4C","Milano"
"557537563","ITC43","Lecco"
"611337623","ITC46","Bergamo"
"550864377","ITC46","Bergamo"
"509994450","ITC4C","Milano"
"536761805","ITC47","Brescia"
"609573921","ITC47","Brescia"
"605508084","ITC4A","Cremona"
"556083676","ITC47","Brescia"
"566762023","ITC4C","Milano"
"550947801","ITC4D","Monza e della Brianza"
"589045100","ITC4C","Milano"
"550865983","ITC48","Pavia"
"572287442","ITC4C","Milano"
"488645033","ITC4C","Milano"
"572289118","ITC4C","Milano"
"582600307","ITC4C","Milano"
"557667624","ITC4C","Milano"
"533789206","ITC42","Como"
"609290343","ITC43","Lecco"
"567427725","ITC41","Varese"
"607230400","ITC41","Varese"
"557451207","ITC4C","Milano"
"572272989","ITC4A","Cremona"
"543467261","ITC42","Como"
"547539383","ITC47","Brescia"
"547531123","ITC49","Lodi"
"552690189","ITC4C","Milano"
"533797262","ITC4A","Cremona"
"591578160","ITC47","Brescia"
"533783798","ITC46","Bergamo"
"565967511","ITC4C","Milano"
"556077695","ITC4C","Milano"
"586210980","ITC42","Como"
"543467041","ITC41","Varese"
"508645198","ITC4C","Milano"
"609602285","ITC4C","Milano"
"543528928","ITC47","Brescia"
"550948353","ITC4C","Milano"
"552714021","ITC46","Bergamo"
"595873002","ITC41","Varese"
"547901502","ITC46","Bergamo"
"605642745","ITC4D","Monza e della Brianza"
"585205375","ITC4C","Milano"
"533661795","ITC48","Pavia"
"535813050","ITC42","Como"
"561586596","ITC46","Bergamo"
"547709756","ITC47","Brescia"
"568760203","ITC48","Pavia"
"572273298","ITC4C","Milano"
"547903985","ITC4D","Monza e della Brianza"
"574894049","ITC4C","Milano"
"398271893","ITC48","Pavia"
"544339131","ITC46","Bergamo"
"547903872","ITC4D","Monza e della Brianza"
"578215999","ITC4C","Milano"
"592856552","ITC47","Brescia"
"614460346","ITC47","Brescia"
"575649375","ITC4C","Milano"
"542329838","ITC4C","Milano"
"578217925","ITC4C","Milano"
"593113928","ITC4C","Milano"
"542323734","ITC41","Varese"
"611334152","ITC4C","Milano"
"611333338","ITC4D","Monza e della Brianza"
"546259793","ITC4C","Milano"
"595230140","ITC46","Bergamo"
"580926162","ITC46","Bergamo"
"563611846","ITC41","Varese"
"567273977","ITC46","Bergamo"
"556081490","ITC4D","Monza e della Brianza"
"509673236","ITC47","Brescia"
"530796885","ITC43","Lecco"
"592855842","ITC46","Bergamo"
"543465596","ITC47","Brescia"
"572717239","ITC46","Bergamo"
"572284130","ITC42","Como"
"613571506","ITC4C","Milano"
"561540712","ITC4D","Monza e della Brianza"
"596140080","ITC43","Lecco"
"504317583","ITC46","Bergamo"
"533803953","ITC4C","Milano"
"543460918","ITC47","Brescia"
"556085041","ITC46","Bergamo"
"542329033","ITC48","Pavia"
"587397243","ITC4C","Milano"
"586209499","ITC46","Bergamo"
"576584532","ITC48","Pavia"
"561535006","ITC48","Pavia"
"596135910","ITC47","Brescia"
"566257451","ITC4C","Milano"
"613126122","ITC4B","Mantova"
"561542790","ITC4D","Monza e della Brianza"
"612981454","ITC43","Lecco"
"580929375","ITC4C","Milano"
"612874003","ITC4D","Monza e della Brianza"
"549878039","ITC49","Lodi"
"547902725","ITC4B","Mantova"
"503772662","ITC46","Bergamo"
"610939806","ITC48","Pavia"
"556084292","ITC43","Lecco"
"575082458","ITC46","Bergamo"
"584065621","ITC44","Sondrio"
"585183967","ITC43","Lecco"
"575828191","ITC4D","Monza e della Brianza"
"532424589","ITC4A","Cremona"
"573540434","ITC41","Varese"
"572285150","ITC47","Brescia"
"578576877","ITC46","Bergamo"
"575840244","ITC4C","Milano"
"605011406","ITC4B","Mantova"
"567149212","ITC43","Lecco"
"576588694","ITC4C","Milano"
"550867232","ITC4D","Monza e della Brianza"
"589097774","ITC47","Brescia"
"589090559","ITC4B","Mantova"
"558508169","ITC4C","Milano"
"563652348","ITC46","Bergamo"
"548426095","ITC46","Bergamo"
"578218476","ITC49","Lodi"
"548431521","ITC47","Brescia"
"543867357","ITC47","Brescia"
"547535805","ITC4D","Monza e della Brianza"
"614838824","ITC4B","Mantova"
"557533623","ITC43","Lecco"
"586852999","ITC47","Brescia"
