,title,url,location,description,job_id
98,Strategic Account Manager (m/f/d),https://www.amazon.jobs/en/jobs/1493345/strategic-account-manager-m-f-d,['location'],"DESCRIPTION
Strategic Account Manager, AMPS – Deutschland

Interessieren Sie sich für Innovationen hinsichtlich der Bereitstellung eines erstklassigen Service für die Verkaufspartner von Amazon? Ziel unseres AMPS (Amazon Marketplace Professional Services) Programmes ist die Verbesserung der Kunden- sowie Verkaufspartnererfahrung bei Amazon. Durch die direkte Zusammenarbeit mit teilnehmenden Verkaufspartnern geht es insbesondere darum die übergeordnete Verkaufserfahrung auf Amazon zu steigern, durch den Einsatz von gezielten Optimierungsmaßnahmen für die angebotenen Produkte, „Versand durch Amazon“ und die Expansion mit dem Ziel die Kundenorientierung dieser Unternehmen zu verbessern. Unser Team strebt es an, Innovationen und Neuerungen in Bezug auf Technologien, Prozesse und Mitarbeiter zu tätigen um den angebotenen Service zu erweitern und somit Engagement und Zufriedenheit der Verkaufspartner zu verbessern und skalierbare globale Lösungen durch direkte Zusammenarbeit mit den Teams in den USA, China und Japan zu ermöglichen.

AMPS sucht mehrere dynamische und motivierte Strategic Account Manager (m/w/d) zur Unterstützung teilnehmender Verkaufspartner und zum Ausbau unseres neu eingeführten Programmes. Unser Kernprodukt ist der Selling Partner 360 Service. Der Strategic Account Manager ist verantwortlich für die Zusammenarbeit mit einer Gruppe von 12 bis 15 Verkaufspartnern, um ihnen als primärer Ansprechpartner beim Aufbau ihres Geschäfts auf dem EU-Marketplace von Amazon zu helfen. Ferner unterstützt ein Strategic Account Manager die Verkaufspartner beim Start neuer Programme und der Erkundung verschiedener Marketing-Tools und berät übergreifend zur Strategie und angebotenen Selektion. Ihre Arbeit wird von einem Supportservice für Premium-Verkaufspartner (Premium Selling Partner Support Service) unterstützt, welcher Ihnen bei operativen und technischen Problemen zur Seite steht. Sie haben Gelegenheit, bei der Gestaltung eines wichtigen neuen Wachstumsprogramms auf dem EU-Marketplace von Amazon mitzuwirken.


Von Ihnen wird erwartet, dass Sie eine Vertriebspipeline mit einem beratungsintensiven und datenorientierten Ansatz entwickeln. Der Strategic Account Manager ist verantwortlich für die Identifizierung und den Aufbau langfristiger Beziehungen zu den wichtigsten Entscheidungsträgern potenzieller Kunden. In Anbetracht der frühen Phase des AMPS-Programms sind Sie auch für die Entwicklung von Prozessen, Tools und Inhalten für diesen neuen Service verantwortlich. Seite an Seite mit funktionsübergreifenden Teams und Kollegen in den USA, China und Japan, werden Sie eine Schlüsselrolle bei der Entwicklung unseres Lösungsportfolios einnehmen.



Sie haben ein gutes Händchen bei der Einflussnahme auf führende externe Stakeholder, können Erfolge bei der Nutzung von Daten und Tools zum Vorantreiben des Geschäftswachstums nachweisen und fühlen sich angesichts der frühen Phase des AMPS-Programms in einem dynamischen Umfeld wohl.

Wesentliche Aufgaben:

· Sie erstellen und formulieren überzeugende Wertversprechen rund um unser Programm.
· Um ein nachhaltiges Umsatzwachstum voranzutreiben, verwalten Sie entsprechend strategisch ein Portfolio von Verkaufspartnern, ausgehend von einem fundierten Verständnis der Amazon Marktplatz Programme, Tools und Prozesse sowie anhand der Verwendung unseres AMPS-Playbooks.
· Sie analysieren Kundendaten und leiten basierend auf unserem AMPS-Playbook Empfehlungen zur Potenzialmaximierung der Ihnen zugewiesenen Verkaufspartner ab.
· Sie implementieren und verfolgen Kennzahlen zur Erfassung von Erfolg und Qualität der Verkäufer in Ihrem Verkaufspartner-Portfolio. Sie nutzen diese Kennzahlen als Leitlinien für Ihre Arbeit und um vielversprechende Möglichkeiten aufzudecken.
· Sie bereiten Geschäftsberichte zu Fortschritt und Zustand des Ihnen zugewiesenen Portfolios vor und übermitteln diese.
· Sie entwickeln ein umfassendes Verständnis der Amazon Marktplatz Dienstleistungsbranche und des direkten Wettbewerbsumfelds, einschließlich Kenntnissen über konkurrierende Produktangebote.
· Sie steuern weitere Projekte rund um unseren neu eingeführten kostenpflichtigen Service, beispielsweise zur Entwicklung von Prozessen, Tools und Inhalten oder für Wettbewerbs- und Verkaufsanalysen",1493345
99,Bereichsleiter Logistik (w/m/d) Magdeburg,https://www.amazon.jobs/en/jobs/1493336/bereichsleiter-logistik-w-m-d-magdeburg,['location'],"DESCRIPTION
Seit den ersten Anfängen im Jahre 1995 haben wir die Grenzen des Möglichen immer wieder neu erfunden.

Das oberste Ziel unseres Unternehmens ist die Zufriedenheit unserer Kunden. Vom Moment der Online-Bestellung bis zur reibungslosen Koordination dieser Bestellung hinter den Kulissen wollen wir stets flexibel, agil und zielgerichtet auftreten. Daher lautet eines unserer zentralen Führungsprinzipien ""Im Zweifel: Handeln""! Wir möchten, dass unsere Teams zusammenarbeiten, die Dinge anpacken und sich nicht mit dem Status quo zufriedengeben. Es ist unser Ziel, das kundenfreundlichste Unternehmen der Welt aufzubauen.


Wir sind stetig auf der Suche nach Talenten, die schnell Verantwortung übernehmen und Teil eines Teams werden möchten, das Innovation und Exzellenz im Bereich Operations noch weiter ausbaut.
Zur Verstärkung unseres Teams suchen wir deshalb ab sofort eine(n) Bereichsleiter (w/m/d) in unbefristeter Festanstellung.


Deine Aufgaben:
Als rechte Hand des Standortleiters, managest du aktiv dein internes Team sowie Drittanbieter und treibst die Optimierung unserer Logistikprozesse stetig voran.
Zum einem überwachst du hierbei die Logistik und Lieferung anhand festgelegter Leistungskennzahlen, und kommunizierst diese, einschließlich Auffälligkeiten, entsprechend an deine Führungskraft.
Zum Anderem unterstützt du auf täglicher Basis die Implementierung neuer Systeme und Prozesse, entlang unserer Arbeitsabläufe und versuchst sinnvolle als auch nachhaltige Lösungswege im Rahmen unserer Geschäftsziele zu erarbeiten.
Bei der Umsetzung der oben genannten Ziele, arbeitest du mit Soft- und Hardware-Lösungen für optimale Effizienz und Effektivität. In den dir unterstellten Teams achtest du darauf, dass alle Mitarbeiter über ausreichende und passende Hilfsmittel für die ihnen zugewiesenen Aufgaben und Rollen verfügen, mit dem übergeordneten Ziel der erfolgreichen Auftragsabwicklung und trägst somit maßgeblich zur Zufriedenheit unserer Kunden bei.",1493336
100,Bereichsleiter Logistik (w/m/d) Erfurt,https://www.amazon.jobs/en/jobs/1493335/bereichsleiter-logistik-w-m-d-erfurt,['location'],"DESCRIPTION
Seit den ersten Anfängen im Jahre 1995 haben wir die Grenzen des Möglichen immer wieder neu erfunden.

Das oberste Ziel unseres Unternehmens ist die Zufriedenheit unserer Kunden. Vom Moment der Online-Bestellung bis zur reibungslosen Koordination dieser Bestellung hinter den Kulissen wollen wir stets flexibel, agil und zielgerichtet auftreten. Daher lautet eines unserer zentralen Führungsprinzipien ""Im Zweifel: Handeln""! Wir möchten, dass unsere Teams zusammenarbeiten, die Dinge anpacken und sich nicht mit dem Status quo zufriedengeben. Es ist unser Ziel, das kundenfreundlichste Unternehmen der Welt aufzubauen.


Wir sind stetig auf der Suche nach Talenten, die schnell Verantwortung übernehmen und Teil eines Teams werden möchten, das Innovation und Exzellenz im Bereich Operations noch weiter ausbaut.
Zur Verstärkung unseres Teams suchen wir deshalb ab sofort eine(n) Bereichsleiter (w/m/d) in unbefristeter Festanstellung.


Deine Aufgaben:
Als rechte Hand des Standortleiters, managest du aktiv dein internes Team sowie Drittanbieter und treibst die Optimierung unserer Logistikprozesse stetig voran.
Zum einem überwachst du hierbei die Logistik und Lieferung anhand festgelegter Leistungskennzahlen, und kommunizierst diese, einschließlich Auffälligkeiten, entsprechend an deine Führungskraft.
Zum Anderem unterstützt du auf täglicher Basis die Implementierung neuer Systeme und Prozesse, entlang unserer Arbeitsabläufe und versuchst sinnvolle als auch nachhaltige Lösungswege im Rahmen unserer Geschäftsziele zu erarbeiten.
Bei der Umsetzung der oben genannten Ziele, arbeitest du mit Soft- und Hardware-Lösungen für optimale Effizienz und Effektivität. In den dir unterstellten Teams achtest du darauf, dass alle Mitarbeiter über ausreichende und passende Hilfsmittel für die ihnen zugewiesenen Aufgaben und Rollen verfügen, mit dem übergeordneten Ziel der erfolgreichen Auftragsabwicklung und trägst somit maßgeblich zur Zufriedenheit unserer Kunden bei.",1493335
101,Bereichsleiter Logistik (w/m/d) Raum Dresden,https://www.amazon.jobs/en/jobs/1493334/bereichsleiter-logistik-w-m-d-raum-dresden,['location'],"DESCRIPTION
Seit den ersten Anfängen im Jahre 1995 haben wir die Grenzen des Möglichen immer wieder neu erfunden.

Das oberste Ziel unseres Unternehmens ist die Zufriedenheit unserer Kunden. Vom Moment der Online-Bestellung bis zur reibungslosen Koordination dieser Bestellung hinter den Kulissen wollen wir stets flexibel, agil und zielgerichtet auftreten. Daher lautet eines unserer zentralen Führungsprinzipien ""Im Zweifel: Handeln""! Wir möchten, dass unsere Teams zusammenarbeiten, die Dinge anpacken und sich nicht mit dem Status quo zufriedengeben. Es ist unser Ziel, das kundenfreundlichste Unternehmen der Welt aufzubauen.


Wir sind stetig auf der Suche nach Talenten, die schnell Verantwortung übernehmen und Teil eines Teams werden möchten, das Innovation und Exzellenz im Bereich Operations noch weiter ausbaut.
Zur Verstärkung unseres Teams suchen wir deshalb ab sofort eine(n) Bereichsleiter (w/m/d) in unbefristeter Festanstellung.


Deine Aufgaben:
Als rechte Hand des Standortleiters, managest du aktiv dein internes Team sowie Drittanbieter und treibst die Optimierung unserer Logistikprozesse stetig voran.
Zum einem überwachst du hierbei die Logistik und Lieferung anhand festgelegter Leistungskennzahlen, und kommunizierst diese, einschließlich Auffälligkeiten, entsprechend an deine Führungskraft.
Zum Anderem unterstützt du auf täglicher Basis die Implementierung neuer Systeme und Prozesse, entlang unserer Arbeitsabläufe und versuchst sinnvolle als auch nachhaltige Lösungswege im Rahmen unserer Geschäftsziele zu erarbeiten.
Bei der Umsetzung der oben genannten Ziele, arbeitest du mit Soft- und Hardware-Lösungen für optimale Effizienz und Effektivität. In den dir unterstellten Teams achtest du darauf, dass alle Mitarbeiter über ausreichende und passende Hilfsmittel für die ihnen zugewiesenen Aufgaben und Rollen verfügen, mit dem übergeordneten Ziel der erfolgreichen Auftragsabwicklung und trägst somit maßgeblich zur Zufriedenheit unserer Kunden bei.",1493334
102,Standortleiter Logistik und Transport (m/w/d),https://www.amazon.jobs/en/jobs/1493332/standortleiter-logistik-und-transport-m-w-d,['location'],"DESCRIPTION
Please submit your CV in English
Amazon leistet Pionierarbeit.
Seit den ersten Anfängen im Jahre 1995 haben wir die Grenzen des Möglichen immer wieder neu erfunden.

Das oberste Ziel unseres Unternehmens ist die Zufriedenheit unserer Kunden. Vom Moment der Online-Bestellung bis zur reibungslosen Koordination dieser Bestellung hinter den Kulissen wollen wir stets flexibel, agil und zielgerichtet auftreten. Daher lautet eines unserer zentralen Führungsprinzipien ""Im Zweifel: Handeln""! Wir möchten, dass unsere Teams zusammenarbeiten, die Dinge anpacken und sich nicht mit dem Status quo zufriedengeben. Es ist unser Ziel, das kundenfreundlichste Unternehmen der Welt aufzubauen.

Daher suchen wir derzeit einen neuen Site Leader für ein Sortierzentrum, eine Schlüsselposition im Amazon Logistikteam. Die Mitarbeiter in diesem Team sind verantwortlich für die Optimierung unseres Transport-, Sortierungs- und Liefernetzwerks. Sie setzen Ihre Führungsqualitäten ein, um die Leistungsfähigkeit dieses zentralen Arbeitsbereichs auf wöchentlicher, monatlicher und jährlicher Basis zu optimieren. Helfen Sie uns, Geschichte zu schreiben.

Ihre Aufgaben:

An erster Stelle steht eine 100-prozentige Kundenorientierung (eines unseres zentralen Führungsprinzipien). Sie arbeiten zielstrebig mit allen Kunden an der Lösung ihrer Probleme und streben immer danach, die Erwartungen zu erfüllen (oder zu übertreffen).

Sie müssen ein profundes Verständnis Ihrer Arbeitsabläufe entwickeln und stets nach Möglichkeiten streben, sich weiterzuentwickeln. Darüber hinaus nehmen Sie eine zentrale Rolle bei der Implementierung von Lösungen und Weiterentwicklungen im Rahmen möglicher Prozessänderungen in Ihrem Geschäftsbereich ein.

Das bedeutet, dass Sie vom ersten Tag an Einfluss auf die Effizienz unserer Arbeitsabläufe und die Qualität unseres Kundenservice nehmen. Als Site Leader streben Sie stets danach, die Produktivitätsziele zu übertreffen sowie ein zuverlässiges und beständiges Liefer- und Logistikteam aufzubauen und anzuleiten.

Im täglichen Betrieb stellen Sie sicher, dass die Lagerung stets im Einklang mit der entsprechenden Gesetzgebung und Firmenpolitik erfolgt. Dies erreichen Sie durch Aufsicht und Verantwortung sowie die Überprüfung und Bewertung aller Verfahren in Ihrem Zuständigkeitsbereich. Es wird von Ihnen erwartet, mit Ihren Aufgaben zu wachsen und sich an den Initiativen des stark ausgelasteten Amazon-Logistikbereichs zu beteiligen. Hin und wieder bringen Sie sich in funktionsübergreifenden Prozessen und Verbesserungsprojekten ein.

Schlussendlich verwalten und steuern Sie Personalbesetzungs- und Zeitpläne, Qualitätsinitiativen, Leistungsniveaus und Prozessänderungen, soweit sie sich auf Ihr Team auswirken.",1493332
103,Senior Partner Marketing Manager Telco EMEA,https://www.amazon.jobs/en/jobs/1492225/senior-partner-marketing-manager-telco-emea,['location'],"DESCRIPTION
Senior Partner Marketing Manager, Telco EMEA

Amazon Web Services (AWS) is seeking a highly capable, self-directed Partner Marketing Manager, to help drive customer adoption of AWS’s Cloud Services through our telecom partner community. If you have a passion for the cloud, love helping partners reach their full potential, and are an expert in designing and implementing joint marketing plans with partners in Telco - then we’re looking for you.

In the Senior Partner Marketing Manager, Telco EMEA role, you will develop a deep understanding of the AWS partner ecosystem and telecom vertical priorities to define and execute a global partner marketing plan in support of growth objectives we have with our EMEA telecom operators, Network Equipment Providers and ISV partners.

You will build and deliver partner marketing , collateral and thought leadership content, awareness activities, demand generation programs and event strategy that enable telecom partners to acquire new customers, retain and grow existing customers, and deliver revenue growth of AWS services. You will monitor, manage and support utilization of marketing development funds (MDF) and develop metrics to link ROI to spend activity. You will act as the primary partner marketing contact for a defined set of EMEA Communication Service Providers (CSPs) to take joint value propositions for example on 5G Edge Computing into the Enterprise market and collaborate with consulting partners where they can advance your initiatives.
You will also lead the partner marketing plans for a segment of Network Equipment Providers and selected telco-specific ISV partners.

This role requires strong collaboration and relationship-building skills as you will be required to partner with extended Telco Marketing Teams, Global & Regional Partner Marketing Teams and the Partner organization to execute partner marketing programs worldwide. You will be the voice of these partners’ needs to various internal stakeholders and will share best practices across regions. In addition, you may also be required to manage outside vendors to execute programs and achieve goals.
This is a unique opportunity to play a key role in an exciting, incredibly fast-growing business.

To be successful in this role you will leverage creative marketing ideas to combine with extensive analytic and data-driven customer demand generation experience in Telco next to experience in effectively communicating with some of the most agile technology companies in the industry. You should be detail-oriented and organized, capable of handling multiple projects at once, and comfortable dealing with ambiguity and rapidly changing priorities. A solid understanding of cloud architecture and the cloud landscape are critical to this role.

Key Responsibilities:

· Develop and execute best-in-class marketing plans and programs that can be leveraged across different partner tiers to effectively drive end-customer awareness and adoption of partner solutions.
· Craft and refine our message to the Telco industry through partners and work closely with top AWS CSPs, NEPs, telco-ISVs to build joint value proposition and content.
· Build detailed campaign project plans, including campaign goals, , call to action, marketing distribution channels, follow-up activities, and success metric tracking.
· Work closely with the Telco Partner Business Development (PDM) leaders to identify priorities and partner marketing initiatives for global execution or for regional delivery and local activation.
· Develop event strategy, success criteria, and metrics for AWS participation in industry and partner events.
· Become the subject matter expert for strategic CSPs, NEPs, telco-ISVs and advocate for their inclusion in programs across AWS that provide mutual benefit.
· Experienced in communicating and presenting information across senior stakeholders.",1492225
104,Marketing Campaign Manager,https://www.amazon.jobs/en/jobs/1492174/marketing-campaign-manager,['location'],"DESCRIPTION
Are you a creative, data-driven marketer with a passion to attract diverse talents at a massive scale? Looking for an opportunity to move fast and make a big impact? If so, then this is the team for you! Global Operation Talent Acquisition Marketing is seeking an experienced, self-motivated and detail-oriented Marketing Campaign Manager who will plan, coordinate, launch and oversee the performance of various marketing campaigns to attract candidates who can chart new paths for Operations at Amazon.

You are a self-starter who is comfortable working independently to balance strategic thinking with tactical work that are anchored in delighting candidates. You identify global and localized market challenges and opportunities that put data-informed plans into action. You will be joining a fast growing, quickly evolving marketing team, so the ability to wear many hats and help out on many projects, that optimize the candidate experience on all media channels is crucial. The ideal candidate will have a track record of operational excellence and using analytics to drive results.


Responsibilities include:
· Plan, coordinate and execute marketing campaigns (online and offline)
· Regular monitoring of campaign performance to optimize reporting capabilities in order to quantify return on investment
· Influence and maintain ongoing channel strategy, adapting channel-mix to evolving business needs
· Manage multiple internal stakeholders from TA leaders to Operations business stakeholders",1492174
105,"Strategic Analytics Specialist, DACH & France",https://www.amazon.jobs/en/jobs/1492085/strategic-analytics-specialist-dach-france,['location'],"DESCRIPTION
Amazon Web Services (AWS) is the pioneer and recognized leader in Cloud Computing. Our web services provide a platform for IT infrastructure in-the-cloud that is used by hundreds of thousands of developers and businesses around the world. These customers range from start-ups to leading web companies to Global 500 companies in financial services, pharmaceuticals, and technology.

Want to make history? Come and join the AWS Analytics team – the creators of Amazon Redshift, Amazon EMR, and Amazon Athena. Thousands of customers run managed databases on Amazon’s industry leading cloud computing platform.

As a Specialist within Amazon Web Services, you would be able to shape the future of the analytics industry and further establish Amazon as the leader in the cloud computing space.

You would use your business savvy to drive revenue, develop sales programs and identify new markets and opportunities. You would work directly with the most interesting and demanding customers in our Strategic segment to understand their requirements and turn them into reality.

Working hand in hand with our sales teams and solution architects, you would help deliver the finest solutions based on our platform of analytics services. Your in-depth technical background in analytics would help customers understand how to improve their businesses using the right database services. Your excellent verbal and written communication skills will allow you build sales enablement tools, evangelize our platform with our enterprise customers, start-ups and valued partners.

The ideal candidate will possess both a business background that enables them to drive an engagement and interact at the CxO/VP level, as well as a technical background that enables them to easily interact with software developers and architects. He/she should also have a demonstrated ability to think strategically and analytically about business, product, and technical challenges, with the ability to build and convey compelling value propositions, and work cross-organizationally to build consensus. A keen sense of ownership, drive, and scrappiness is a must.


Roles & Responsibilities:
· Serve as a key member of the Analytics Specialist team focused on helping to drive overall AWS market and technical strategy for data warehousing and big data.
· Execute programs and customer workshops for our Strategic customers.
· Execute the strategic business development plan while working with key internal stakeholders (e.g. sales teams, product service teams, legal, support, etc.).
· Identify specific prospects/partners to approach while communicating the specific value proposition for their business and use case.
· Fill the business development pipeline by engaging with prospects, partners, and key customers.
· Work closely with our customers to ensure they are successful using our web services, and that they have the technical resources required.
· Understand the technical requirements of our customers and work closely with the internal development teams to guide the direction of our product offerings for developers.
· Prepare and give business reviews to the senior management team regarding progress and roadblocks to growing the business.
· Develop long-term strategic partnerships in support of our key markets.
· Handle a high volume of engagements and the fast pace of the cloud computing market
· This is a Specialist for Analytics in Strategic accounts in DACH and France markets.",1492085
106,"Sr. Technical Product Manager, External Services - ML/AI",https://www.amazon.jobs/en/jobs/1492065/sr-technical-product-manager-external-services-ml-ai,['location'],"DESCRIPTION
Machine Learning (ML) has been part of Amazon’s strategy since the early years. We are pioneers in areas such as recommendation engines, product search, eCommerce fraud detection, and large-scale optimization of fulfillment center operations. Carrying forward this focus, the Amazon ML Solutions Lab (MLSL) team helps AWS customers accelerate the use of machine learning and deep learning to achieve business goals, solve operational challenges, and promote innovation in their organization.

MLSL is looking for a Senior Technical Product Manager for External Services who possesses a unique balance of business expertise, Artificial Intelligence (AI) and Machine Learning (ML) depth, and excellent interpersonal skills. This role will focus on strategically working with customers across industries to encourage their use of AWS AI/ML and enhance their business or operational outcomes.

The MLSL works with AWS’ largest and most strategic enterprise customers to help drive the adoption of ML/AI to deliver business results. This position helps customers identify, prioritize, and build solutions to address their organization’s highest return-on-investment ML opportunities and delivering results.

The ideal candidate will have experience working as a management consultant, ML practitioner, product manager, sales engineer, analytics delivery lead, or industry executive and an appreciation of the advantages of cloud computing. They will possess both technical and customer-facing skills that will allow them to be the technical “face” of AWS for the MLSL. They will enjoy keeping their existing business and AI/ML skills honed and developing new ones, so they can make significant contributions to deep business discussions.

As a Senior Technical Product Manager for External Services, you will be responsible for:
· Owning the business and technical approach to drive customer adoption of AI/ML on the AWS platform
· Leading discussions with cross-functional teams on complex business and technical subjects to educate stakeholders on the value of AWS AI/ML, identify addressable business problems, and develop ML solutions designed to demonstrate the ability of ML to deliver results
· Building deep relationships with customers and account teams to enable them to be AWS AI/ML advocates
· Acting as a business liaison between customers, services, data scientists and account managers
· Authoring or otherwise contributing to AWS customer-facing publications such as narrative papers
· Willingness to travel to meet with customers (~40% of time)

*This role can be based in London, Luxembourg, Paris, Munich, or Berlin


Inclusive Team Culture
Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance
Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.",1492065
107,eero Services Cloud Engineer,https://www.amazon.jobs/en/jobs/1491980/eero-services-cloud-engineer,['location'],"DESCRIPTION
Amazon eero is looking for a Software Development Engineer who wants to tackle large-scale systems, and deliver seamless experiences to customers across Cloud, Mobile, and IoT devices.
eero was the first product to bring a whole-home WiFi experience using mesh technology to consumers. Since then, we have continued to deliver more value to our customers through improvements to performance, reliability, and price. We are now looking to lead the way in making the connected home experience even better.

As a Software Development Engineer in the eero Services Cloud team, you will
· Design, build, and operate highly-scalable, always-on distributed systems that service millions of connected devices.
· Integrate the eero Cloud with mobile devices, eero devices, and 3rd party systems to implement new features.
· Implement tools to make Cloud operations fast, reliable, and repeatable.
· Collaborate closely with product managers, designers, and mobile and frontend engineers to prototype, design, and build core experiences for existing and future products.
· Define API contracts, review technical proposals
The eero Cloud is a combination of technologies that we are excited and passionate about: Scala, Akka, gRPC, Envoy, and Kubernetes just to name a few. We are looking for engineers who care about performance, efficiency, and elegance. We believe we can demystify the home network for all of our customers, while making them safe and protecting their privacy. If you want to build systems that have an impact in people’s everyday lives, come join us!",1491980
108,Personalsachbearbeiter (m/w/d),https://www.amazon.jobs/en/jobs/1491933/personalsachbearbeiter-m-w-d,['location'],"DESCRIPTION
Wir glauben, dass bei Amazon jeder Tag ""Day One"" ist.
Ein Tag, den ersten Schritt zu tun. Ein Tag, sich neuen Herausforderungen zu stellen. Und heute könnte der Tag sein, an dem Sie selbst Teil einer großen Idee werden. Ein Tag, an dem Sie Ihre eigenen Ideen verwirklichen können. Kommen Sie zu einem Unternehmen, das sich jeden Tag neu erfindet. Bei Amazon zu arbeiten, ist immer wieder aufregend. Ziel von Amazon ist es seit jeher, das kundenorientierteste Unternehmen der Welt zu werden.

Für unser Logistikzentrum HAM2 in Winsen (Luhe) suchen wir zum nächstmöglichen Zeitpunkt einen

Personalsachbearbeiter (m/w/d)

Jobnummer:
Anzahl Stellen: 1
Joblevel: Level 3 (Hourly)
Schichtmodell: Spätschicht 15:15 - 00:00 Uhr / Nachtschicht 22:00 - 06:45 Uhr
Arbeitstage: Montag - Samstag an 5 Arbeitstagen
Abteilung: HR
Startdatum: ab Ausschreibungsende

Sie werden Teil des HR Teams sein und „on the floor“ vor Ort in den Arbeitsbereichen der Abteilungen eine Schnittstellenfunktion zwischen den Abteilungsleitern und Gruppenleitern, dem gesamten HR-Team sowie unseren Mitarbeitern einnehmen. Sie arbeiten unmittelbar mit den Abteilungsleitern und Gruppenleitern der Abteilungen zusammen. Ein wichtiger Teil Ihrer Aufgaben wird die lösungs- und kundenorientierte Bearbeitung von Mitarbeiteranfragen sein.

Die Probezeit für diese Stelle beträgt sechs Monate. Nach erfolgreicher Einarbeitungsphase ist ein unbefristeter Einsatz geplant.

Verantwortlichkeiten:

· Selbstständige Beratung und Information der Mitarbeiter in allen HR-relevanten Fragestellungen (Beantwortung von Fragen im Zusammenhang mit bestehenden Policies & Betriebsvereinbarungen, Entgegennahme von Unterlagen, Weiterleitung von komplexeren Themen an den zuständigen HR Ansprechpartner)
· Organisatorische Aufgaben im Zusammenhang mit der Schicht- und Einsatzplanung in den operativen Bereichen
· Vielzahl von administrativen Aufgaben (z.B. Pflege der Arbeitszeitkonten, Koordination von Mitarbeiterterminen, Ticketerstellung & -bearbeitung)
· Erstellung von Statistiken und Auswertungen (z.B. Pflege von Anwesenheitsdaten)
· Mitwirkung an und Umsetzung von Personalprojekten und –prozessen
· Mitarbeit in operativen Bereichen",1491933
